latitude,longitude,elevation
-8.045375,-34.931077,11.4
-8.045388,-34.93108,11.4
-8.045401,-34.931083,11.4
-8.045413,-34.931086,11.4
-8.045426,-34.931089,11.4
-8.045439,-34.931092,11.4
-8.04545,-34.931097,11.4
-8.04546,-34.931102,11.4
-8.045471,-34.931108,11.4
-8.045481,-34.931113,11.4
-8.045492,-34.931118,12.6
-8.045505,-34.931124,12.6
-8.045517,-34.931131,12.6
-8.04553,-34.931137,12.6
-8.045542,-34.931144,12.6
-8.045554,-34.93115,12.6
-8.045565,-34.931156,12.6
-8.045577,-34.931162,12.6
-8.045588,-34.931168,12.6
-8.0456,-34.931174,12.6
-8.045611,-34.931183,12.6
-8.045622,-34.931192,12.6
-8.045633,-34.931201,12.6
-8.045644,-34.93121,12.6
-8.045653,-34.931218,12.6
-8.045663,-34.931227,12.6
-8.045672,-34.931235,12.6
-8.045681,-34.931244,12.6
-8.045693,-34.931251,12.6
-8.045705,-34.931259,12.6
-8.045717,-34.931266,12.6
-8.045729,-34.931274,12.6
-8.045729,-34.931274,12.6
-8.045729,-34.931274,12.6
-8.045775,-34.9313,12.6
-8.045788,-34.931306,12.6
-8.045801,-34.931311,12.6
-8.045813,-34.931317,12.6
-8.045826,-34.931323,12.6
-8.045838,-34.931329,12.6
-8.04585,-34.931334,12.6
-8.045861,-34.93134,12.6
-8.045873,-34.931346,12.6
-8.045886,-34.931352,12.6
-8.045898,-34.931357,12.6
-8.045911,-34.931363,12.6
-8.045923,-34.931369,11.4
-8.045936,-34.931376,11.4
-8.045949,-34.931383,11.4
-8.045962,-34.93139,11.4
-8.045975,-34.931397,11.4
-8.045988,-34.931403,11.4
-8.046001,-34.931408,11.4
-8.046013,-34.931414,11.4
-8.046026,-34.93142,11.4
-8.04604,-34.931426,11.4
-8.046054,-34.931433,11.4
-8.046067,-34.931439,11.4
-8.046081,-34.931446,11.4
-8.046093,-34.931453,11.4
-8.046105,-34.93146,11.4
-8.046117,-34.931467,11.4
-8.046129,-34.931474,11.4
-8.046143,-34.931479,11.4
-8.046157,-34.931484,11.4
-8.04617,-34.931489,11.4
-8.046184,-34.931494,11.4
-8.046198,-34.9315,11.4
-8.046211,-34.931505,11.4
-8.046225,-34.931511,11.4
-8.046238,-34.931517,11.4
-8.046251,-34.931526,11.4
-8.046264,-34.931535,11.4
-8.046276,-34.931544,11.4
-8.046289,-34.931553,11.4
-8.0463,-34.931561,11.4
-8.046311,-34.931568,11.4
-8.046322,-34.931576,11.4
-8.046333,-34.931584,11.4
-8.046343,-34.931593,11.4
-8.046354,-34.931603,11.4
-8.046364,-34.931612,11.4
-8.046374,-34.931622,10.2
-8.046383,-34.93163,10.2
-8.046392,-34.931638,10.2
-8.046401,-34.931645,10.2
-8.04641,-34.931653,10.2
-8.046419,-34.931661,10.2
-8.04643,-34.931669,10.2
-8.046441,-34.931677,10.2
-8.046452,-34.931686,10.2
-8.046463,-34.931694,10.2
-8.046474,-34.931702,10.2
-8.046485,-34.93171,10.2
-8.046495,-34.931719,10.2
-8.046506,-34.931727,10.2
-8.046517,-34.931737,10.2
-8.046528,-34.931746,10.2
-8.046539,-34.931756,10.2
-8.04655,-34.931766,10.2
-8.04656,-34.931775,10.2
-8.046569,-34.931785,10.2
-8.046579,-34.931794,10.2
-8.046588,-34.931804,10.2
-8.046597,-34.931815,10.2
-8.046607,-34.931827,10.2
-8.046616,-34.931838,10.2
-8.046625,-34.93185,10.2
-8.046634,-34.931863,10.2
-8.046642,-34.931877,10.2
-8.046651,-34.93189,10.2
-8.046659,-34.931904,10.2
-8.046668,-34.93192,10.2
-8.046678,-34.931937,10.2
-8.046687,-34.931953,10.2
-8.046699,-34.93197,10.2
-8.046711,-34.931987,10.2
-8.046723,-34.932004,10.2
-8.046735,-34.932022,10.2
-8.046746,-34.93204,10.2
-8.046758,-34.932058,9.1
-8.046768,-34.932077,9.1
-8.046778,-34.932095,9.1
-8.046788,-34.932114,9.1
-8.046797,-34.932133,9.1
-8.046807,-34.932151,9.1
-8.046816,-34.93217,7.9
-8.046823,-34.93219,7.9
-8.046829,-34.932209,7.9
-8.046836,-34.932229,7.9
-8.046841,-34.932248,7.9
-8.046845,-34.932266,7.9
-8.04685,-34.932285,7.9
-8.046853,-34.932304,7.9
-8.046856,-34.932323,7.9
-8.046859,-34.932342,7.9
-8.046862,-34.932364,7.9
-8.046865,-34.932386,7.9
-8.046868,-34.932408,9.2
-8.046871,-34.932427,9.2
-8.046875,-34.932446,9.2
-8.046878,-34.932465,9.2
-8.04688,-34.932481,9.2
-8.046882,-34.932497,9.2
-8.046884,-34.932513,9.2
-8.046887,-34.93253,9.2
-8.046891,-34.932546,9.2
-8.046894,-34.932563,9.2
-8.046897,-34.93258,10.4
-8.046903,-34.932599,10.4
-8.04691,-34.932617,10.4
-8.046916,-34.932636,10.4
-8.046921,-34.932657,10.4
-8.046926,-34.932679,10.4
-8.046931,-34.9327,10.4
-8.046935,-34.932723,10.4
-8.046938,-34.932746,10.4
-8.046942,-34.932774,10.4
-8.046946,-34.932803,10.4
-8.04695,-34.932831,10.4
-8.046955,-34.932855,10.4
-8.04696,-34.932879,11.6
-8.046966,-34.932905,11.6
-8.046972,-34.932931,11.6
-8.046977,-34.932952,11.6
-8.046982,-34.932974,11.6
-8.046987,-34.932995,11.6
-8.046988,-34.93302,11.6
-8.04699,-34.933046,11.6
-8.046991,-34.933071,11.6
-8.046991,-34.933094,11.6
-8.04699,-34.933117,11.6
-8.04699,-34.93314,11.6
-8.04699,-34.933166,11.6
-8.046989,-34.933191,11.6
-8.046989,-34.933217,11.6
-8.046989,-34.933241,11.6
-8.046988,-34.933265,11.6
-8.046988,-34.933289,11.6
-8.046987,-34.93331,11.6
-8.046986,-34.933332,11.6
-8.046985,-34.933353,11.6
-8.046986,-34.933373,11.6
-8.046986,-34.933394,11.6
-8.046987,-34.933414,11.6
-8.046988,-34.933437,11.6
-8.046989,-34.933461,11.6
-8.04699,-34.933484,11.6
-8.04699,-34.933505,11.6
-8.046989,-34.933527,11.6
-8.046989,-34.933548,11.6
-8.04699,-34.933571,11.6
-8.04699,-34.933594,11.6
-8.046991,-34.933617,11.6
-8.046991,-34.933641,11.6
-8.046991,-34.933664,11.6
-8.046991,-34.933688,11.6
-8.046991,-34.933711,11.6
-8.046992,-34.933734,11.6
-8.046992,-34.933757,11.6
-8.046991,-34.93378,11.6
-8.04699,-34.933804,11.6
-8.046989,-34.933827,11.6
-8.046989,-34.933848,11.6
-8.046988,-34.93387,11.6
-8.046988,-34.933891,11.6
-8.046989,-34.933913,11.6
-8.046991,-34.933935,11.6
-8.046992,-34.933957,11.6
-8.046992,-34.933982,11.6
-8.046992,-34.934006,11.6
-8.046992,-34.934031,11.6
-8.046991,-34.934053,11.6
-8.04699,-34.934076,11.6
-8.046989,-34.934098,11.6
-8.046989,-34.934118,11.6
-8.046988,-34.934139,11.6
-8.046988,-34.934159,11.6
-8.046991,-34.934183,11.6
-8.046994,-34.934207,11.6
-8.046997,-34.934231,11.6
-8.047,-34.934255,11.6
-8.047002,-34.93428,11.6
-8.047002,-34.934303,11.6
-8.047003,-34.934326,11.6
-8.047003,-34.934349,11.6
-8.047004,-34.934372,11.6
-8.047006,-34.934395,11.6
-8.047007,-34.934418,11.6
-8.047009,-34.934439,11.6
-8.047011,-34.934461,11.6
-8.047013,-34.934482,11.6
-8.047015,-34.934502,11.6
-8.047017,-34.934523,11.6
-8.047019,-34.934543,11.6
-8.047022,-34.934566,11.6
-8.047024,-34.934589,11.6
-8.047027,-34.934612,11.6
-8.047029,-34.934633,11.6
-8.047032,-34.934653,11.6
-8.047034,-34.934674,11.6
-8.047037,-34.934695,11.6
-8.047041,-34.934717,11.6
-8.047044,-34.934738,11.6
-8.047048,-34.934759,11.6
-8.047052,-34.934781,11.6
-8.047056,-34.934802,11.6
-8.04706,-34.934824,11.6
-8.047064,-34.934846,11.6
-8.047068,-34.934868,11.6
-8.047069,-34.934891,11.6
-8.04707,-34.934915,11.6
-8.047071,-34.934938,11.6
-8.047072,-34.934962,11.6
-8.047072,-34.934985,11.6
-8.047073,-34.935009,11.6
-8.047074,-34.935033,11.6
-8.047076,-34.935057,11.6
-8.047077,-34.935081,11.6
-8.047079,-34.935104,11.6
-8.047081,-34.935127,11.6
-8.047083,-34.93515,11.6
-8.047084,-34.935173,11.6
-8.047086,-34.935196,11.6
-8.047087,-34.935219,11.6
-8.047088,-34.935242,11.6
-8.047088,-34.935265,11.6
-8.047089,-34.935288,11.6
-8.047088,-34.935313,11.6
-8.047087,-34.935337,11.6
-8.047086,-34.935358,11.6
-8.047085,-34.93538,11.6
-8.047084,-34.935401,11.6
-8.047084,-34.935424,11.6
-8.047085,-34.935447,11.6
-8.047085,-34.93547,11.6
-8.047084,-34.935493,11.6
-8.047082,-34.935516,11.6
-8.047081,-34.935539,11.6
-8.047079,-34.93556,11.6
-8.047077,-34.93558,11.6
-8.047075,-34.935601,11.6
-8.047073,-34.935621,11.6
-8.047071,-34.935642,11.6
-8.047069,-34.935662,11.6
-8.047069,-34.935683,11.6
-8.047068,-34.935703,11.6
-8.047068,-34.935724,11.6
-8.047065,-34.935743,11.6
-8.047063,-34.935763,11.6
-8.04706,-34.935782,11.6
-8.047055,-34.935802,11.6
-8.047049,-34.935821,11.6
-8.047044,-34.935841,11.6
-8.047041,-34.935862,11.6
-8.047037,-34.935884,11.6
-8.047034,-34.935905,11.6
-8.047029,-34.935926,11.6
-8.047024,-34.935946,11.6
-8.047019,-34.935967,11.6
-8.047007,-34.935982,11.6
-8.046995,-34.935998,11.6
-8.046983,-34.936013,11.6
-8.046966,-34.936016,11.6
-8.046948,-34.93602,11.6
-8.046931,-34.936023,11.6
-8.046917,-34.936015,11.6
-8.046902,-34.936008,11.6
-8.046888,-34.936,11.6
-8.046877,-34.935984,11.6
-8.046865,-34.935967,11.6
-8.046854,-34.935951,11.6
-8.046849,-34.935932,11.6
-8.046843,-34.935914,11.6
-8.046838,-34.935895,11.6
-8.046836,-34.935875,11.6
-8.046834,-34.935854,11.6
-8.046832,-34.935834,11.6
-8.046832,-34.935811,11.6
-8.046831,-34.935787,11.6
-8.046831,-34.935764,11.6
-8.046833,-34.935718,11.6
-8.046833,-34.935698,11.6
-8.046833,-34.935677,11.6
-8.046833,-34.935657,11.6
-8.046832,-34.935637,11.6
-8.04683,-34.935616,11.6
-8.046829,-34.935596,11.6
-8.046828,-34.935576,11.6
-8.046827,-34.935557,11.6
-8.046826,-34.935537,11.6
-8.046824,-34.93552,11.6
-8.046822,-34.935502,11.6
-8.04682,-34.935485,11.6
-8.046818,-34.935469,11.6
-8.046815,-34.935453,11.6
-8.046813,-34.935437,11.6
-8.046811,-34.935417,11.6
-8.046809,-34.935398,11.6
-8.046807,-34.935378,11.6
-8.046807,-34.935358,11.6
-8.046806,-34.935339,11.6
-8.046806,-34.935319,11.6
-8.046805,-34.935299,11.6
-8.046805,-34.93528,11.6
-8.046804,-34.93526,11.6
-8.046805,-34.93524,11.6
-8.046806,-34.935219,11.6
-8.046807,-34.935199,10.4
-8.046807,-34.93518,10.4
-8.046808,-34.935161,10.4
-8.046808,-34.935142,7.4
-8.046809,-34.935121,7.4
-8.04681,-34.935099,7.4
-8.046811,-34.935078,4.4
-8.04681,-34.935056,4.4
-8.04681,-34.935034,4.4
-8.046809,-34.935012,4.4
-8.046808,-34.934989,4.4
-8.046807,-34.934967,4.4
-8.046806,-34.934944,4.4
-8.046805,-34.934922,4.4
-8.046803,-34.9349,4.4
-8.046801,-34.934878,4.4
-8.046799,-34.934856,5.6
-8.046797,-34.934835,5.6
-8.046794,-34.934813,5.6
-8.046792,-34.934792,6.8
-8.046791,-34.934771,6.8
-8.04679,-34.934749,6.8
-8.046789,-34.934728,8.2
-8.04679,-34.934707,8.2
-8.04679,-34.934687,8.2
-8.046791,-34.934666,9.7
-8.046791,-34.934643,9.7
-8.046792,-34.93462,9.7
-8.046792,-34.934597,9.7
-8.046793,-34.934576,9.7
-8.046793,-34.934554,9.7
-8.046794,-34.934533,10.9
-8.046795,-34.934511,10.9
-8.046796,-34.934489,10.9
-8.046797,-34.934467,10.9
-8.046797,-34.934443,10.9
-8.046797,-34.934419,10.9
-8.046797,-34.934395,10.9
-8.046799,-34.934371,10.9
-8.046801,-34.934346,10.9
-8.046802,-34.934321,10.9
-8.046802,-34.934297,10.9
-8.046803,-34.934272,10.9
-8.046803,-34.934248,10.9
-8.046803,-34.934223,12.1
-8.046801,-34.9342,12.1
-8.046799,-34.934177,12.1
-8.046797,-34.934154,12.1
-8.046795,-34.934131,12.1
-8.046794,-34.934108,12.1
-8.046792,-34.934085,12.1
-8.046791,-34.934061,12.1
-8.046791,-34.934037,12.1
-8.04679,-34.934013,12.1
-8.046789,-34.93399,12.1
-8.046789,-34.933967,12.1
-8.046788,-34.933944,12.1
-8.046788,-34.93392,12.1
-8.046787,-34.933897,12.1
-8.046787,-34.933873,13.2
-8.046787,-34.933852,13.2
-8.046787,-34.93383,13.2
-8.046787,-34.933809,13.2
-8.046787,-34.933787,13.2
-8.046788,-34.933764,13.2
-8.046788,-34.933742,13.2
-8.046788,-34.933719,13.2
-8.046788,-34.933696,13.2
-8.046788,-34.933673,13.2
-8.046788,-34.933651,13.2
-8.046787,-34.933628,13.2
-8.046787,-34.933606,13.2
-8.046787,-34.933584,13.2
-8.046787,-34.933562,13.2
-8.046787,-34.93354,13.2
-8.046786,-34.933519,13.2
-8.046786,-34.933499,13.2
-8.046785,-34.933478,13.2
-8.046784,-34.933462,13.2
-8.046784,-34.933446,13.2
-8.046783,-34.93343,13.2
-8.046783,-34.933412,13.2
-8.046782,-34.933394,13.2
-8.046782,-34.933376,13.2
-8.046781,-34.933358,13.2
-8.04678,-34.933338,13.2
-8.046779,-34.933317,13.2
-8.046778,-34.933297,13.2
-8.046777,-34.933275,13.2
-8.046775,-34.933252,13.2
-8.046774,-34.93323,11.7
-8.046776,-34.933214,11.7
-8.046777,-34.933197,11.7
-8.046779,-34.933181,10.2
-8.046781,-34.933169,10.2
-8.046784,-34.933157,10.2
-8.046786,-34.933145,10.2
-8.046788,-34.933133,7.3
-8.046793,-34.933118,7.3
-8.046798,-34.933104,7.3
-8.046803,-34.933089,7.3
-8.046808,-34.933074,7.3
-8.046817,-34.933066,7.3
-8.046827,-34.933058,7.3
-8.046836,-34.933049,7.3
-8.046845,-34.933041,7.3
-8.046857,-34.933035,7.3
-8.046869,-34.93303,7.3
-8.046881,-34.933024,7.3
-8.046893,-34.933018,8.5
-8.046905,-34.933019,8.5
-8.046917,-34.93302,8.5
-8.046929,-34.933022,8.5
-8.046941,-34.933023,8.5
-8.046947,-34.933033,8.5
-8.046953,-34.933042,8.5
-8.04696,-34.933052,8.5
-8.046966,-34.933061,8.5
-8.046972,-34.933071,9.8
-8.046975,-34.933081,9.8
-8.046977,-34.933091,9.8
-8.04698,-34.9331,9.8
-8.046982,-34.93311,9.8
-8.046985,-34.93312,11.1
-8.046986,-34.933133,11.1
-8.046987,-34.933147,11.1
-8.046987,-34.93316,11.1
-8.046988,-34.933174,11.1
-8.046989,-34.933187,11.1
-8.046989,-34.933201,11.1
-8.046989,-34.933215,11.1
-8.046989,-34.933229,11.1
-8.046989,-34.933243,12.4
-8.046988,-34.933254,12.4
-8.046988,-34.933265,12.4
-8.046987,-34.933277,12.4
-8.046987,-34.933288,12.4
-8.046986,-34.933299,12.4
-8.046986,-34.933312,12.4
-8.046985,-34.933325,12.4
-8.046985,-34.933337,12.4
-8.046984,-34.93335,12.4
-8.046986,-34.933361,12.4
-8.046988,-34.933372,12.4
-8.04699,-34.933382,12.4
-8.046992,-34.933393,12.4
-8.046994,-34.933404,12.4
-8.047,-34.933414,12.4
-8.047007,-34.933424,12.4
-8.047013,-34.933433,12.4
-8.04702,-34.933443,12.4
-8.047026,-34.933453,12.4
-8.047029,-34.933466,12.4
-8.047031,-34.933479,12.4
-8.047034,-34.933491,12.4
-8.047036,-34.933504,12.4
-8.047039,-34.933517,12.4
-8.047041,-34.933533,12.4
-8.047043,-34.93355,12.4
-8.047044,-34.933566,12.4
-8.047046,-34.933583,12.4
-8.047048,-34.933597,12.4
-8.047049,-34.933611,12.4
-8.047051,-34.933626,12.4
-8.047052,-34.93364,12.4
-8.047052,-34.933652,12.4
-8.047051,-34.933664,12.4
-8.047051,-34.933676,12.4
-8.04705,-34.933688,12.4
-8.047049,-34.933703,12.4
-8.047048,-34.933718,12.4
-8.047047,-34.933732,12.4
-8.047046,-34.933747,12.4
-8.047046,-34.933761,12.4
-8.047046,-34.933776,12.4
-8.047046,-34.93379,12.4
-8.047046,-34.933804,12.4
-8.047047,-34.933818,12.4
-8.047047,-34.933832,12.4
-8.047048,-34.933846,12.4
-8.047048,-34.93386,11.2
-8.047048,-34.933874,11.2
-8.047048,-34.933887,11.2
-8.047048,-34.933901,11.2
-8.047048,-34.933914,11.2
-8.047048,-34.933929,11.2
-8.047047,-34.933945,11.2
-8.047047,-34.93396,11.2
-8.047046,-34.933975,11.2
-8.047047,-34.933987,11.2
-8.047048,-34.933999,11.2
-8.047048,-34.934012,11.2
-8.047049,-34.934024,11.2
-8.04705,-34.934036,11.2
-8.047047,-34.934048,11.2
-8.047045,-34.934061,11.2
-8.047042,-34.934073,11.2
-8.047039,-34.934085,11.2
-8.04704,-34.934097,11.2
-8.047041,-34.934109,11.2
-8.047041,-34.93412,11.2
-8.047042,-34.934132,11.2
-8.047043,-34.934144,10.1
-8.047045,-34.934158,10.1
-8.047048,-34.934172,10.1
-8.04705,-34.934186,10.1
-8.047052,-34.9342,10.1
-8.047053,-34.934216,10.1
-8.047054,-34.934232,10.1
-8.047055,-34.934248,10.1
-8.047056,-34.934264,10.1
-8.047056,-34.934279,10.1
-8.047056,-34.934294,10.1
-8.047055,-34.934308,10.1
-8.047055,-34.934323,10.1
-8.047055,-34.934337,10.1
-8.047056,-34.934351,10.1
-8.047056,-34.934366,10.1
-8.047056,-34.93438,10.1
-8.047057,-34.934396,10.1
-8.047058,-34.934412,10.1
-8.04706,-34.934427,10.1
-8.047061,-34.934443,10.1
-8.047062,-34.934459,10.1
-8.047063,-34.934472,10.1
-8.047063,-34.934486,10.1
-8.047064,-34.934499,10.1
-8.047064,-34.934513,10.1
-8.047065,-34.934526,10.1
-8.047066,-34.934539,10.1
-8.047067,-34.934553,10.1
-8.047068,-34.934566,10.1
-8.047069,-34.934579,10.1
-8.047071,-34.934593,10.1
-8.047072,-34.934607,10.1
-8.047074,-34.934622,10.1
-8.047075,-34.934636,10.1
-8.047076,-34.934652,10.1
-8.047078,-34.934668,10.1
-8.047079,-34.934684,10.1
-8.04708,-34.9347,10.1
-8.047082,-34.934717,10.1
-8.047084,-34.934734,10.1
-8.047086,-34.934751,10.1
-8.047088,-34.934765,10.1
-8.04709,-34.934779,10.1
-8.047091,-34.934793,10.1
-8.047093,-34.934807,10.1
-8.047094,-34.934822,10.1
-8.047095,-34.934837,10.1
-8.047095,-34.934853,10.1
-8.047096,-34.934868,10.1
-8.047095,-34.934882,10.1
-8.047095,-34.934897,10.1
-8.047094,-34.934911,10.1
-8.047093,-34.934925,10.1
-8.047094,-34.934945,10.1
-8.047094,-34.934966,10.1
-8.047095,-34.934986,8.9
-8.047097,-34.935009,8.9
-8.0471,-34.935032,8.9
-8.047102,-34.935055,8.9
-8.047103,-34.935076,8.9
-8.047105,-34.935096,8.9
-8.047106,-34.935117,8.9
-8.047106,-34.935137,8.9
-8.047106,-34.935156,8.9
-8.047106,-34.935176,8.9
-8.047106,-34.935196,8.9
-8.047106,-34.935217,8.9
-8.047106,-34.935237,8.9
-8.047106,-34.935259,8.9
-8.047105,-34.935282,8.9
-8.047105,-34.935304,8.9
-8.047106,-34.935325,8.9
-8.047107,-34.935347,8.9
-8.047108,-34.935368,8.9
-8.047107,-34.935389,8.9
-8.047105,-34.935411,8.9
-8.047104,-34.935432,8.9
-8.047102,-34.935452,8.9
-8.047099,-34.935473,8.9
-8.047097,-34.935493,8.9
-8.047097,-34.935493,8.9
-8.047096,-34.935549,8.9
-8.047095,-34.935569,8.9
-8.047095,-34.935588,8.9
-8.047094,-34.935608,10.2
-8.047094,-34.935627,10.2
-8.047094,-34.935646,10.2
-8.047094,-34.935665,10.2
-8.047093,-34.935685,10.2
-8.047092,-34.935706,10.2
-8.047091,-34.935726,10.2
-8.047091,-34.935747,10.2
-8.047091,-34.935767,10.2
-8.047091,-34.935788,10.2
-8.047092,-34.935808,10.2
-8.047092,-34.935829,10.2
-8.047093,-34.935849,11.4
-8.047096,-34.935869,11.4
-8.047099,-34.93589,11.4
-8.047102,-34.93591,11.4
-8.047108,-34.935929,11.4
-8.047114,-34.935948,11.4
-8.04712,-34.935967,11.4
-8.047127,-34.935986,11.4
-8.047135,-34.936004,11.4
-8.047142,-34.936023,11.4
-8.047147,-34.936041,11.4
-8.047151,-34.936059,11.4
-8.047156,-34.936077,11.4
-8.047158,-34.936097,11.4
-8.04716,-34.936118,11.4
-8.047162,-34.936138,11.4
-8.047162,-34.936159,11.4
-8.047161,-34.936181,11.4
-8.047161,-34.936202,11.4
-8.047158,-34.936223,11.4
-8.047156,-34.936243,11.4
-8.047153,-34.936264,11.4
-8.047149,-34.936284,11.4
-8.047146,-34.936305,11.4
-8.047142,-34.936325,11.4
-8.047139,-34.936346,11.4
-8.047136,-34.936366,11.4
-8.047133,-34.936387,11.4
-8.047133,-34.936407,11.4
-8.047132,-34.936428,11.4
-8.047132,-34.936448,11.4
-8.047132,-34.936469,11.4
-8.047133,-34.936491,11.4
-8.047133,-34.936512,11.4
-8.047133,-34.936533,11.4
-8.047132,-34.936555,11.4
-8.047132,-34.936576,11.4
-8.047132,-34.936596,11.4
-8.047133,-34.936617,11.4
-8.047133,-34.936637,11.4
-8.047132,-34.936658,11.4
-8.047132,-34.936678,11.4
-8.047131,-34.936699,11.4
-8.04713,-34.936718,11.4
-8.04713,-34.936736,11.4
-8.047129,-34.936755,11.4
-8.047128,-34.936775,11.4
-8.047127,-34.936794,11.4
-8.047126,-34.936814,11.4
-8.047127,-34.936835,11.4
-8.047128,-34.936857,11.4
-8.047129,-34.936878,11.4
-8.047132,-34.936899,11.4
-8.047135,-34.936921,11.4
-8.047138,-34.936942,11.4
-8.047141,-34.936964,11.4
-8.047144,-34.936987,11.4
-8.047147,-34.937009,11.4
-8.047149,-34.937032,11.4
-8.047151,-34.937055,11.4
-8.047153,-34.937078,11.4
-8.047154,-34.937099,11.4
-8.047154,-34.937121,11.4
-8.047155,-34.937142,11.4
-8.047156,-34.937163,11.4
-8.047156,-34.937185,11.4
-8.047157,-34.937206,11.4
-8.047158,-34.937228,11.4
-8.047159,-34.93725,11.4
-8.04716,-34.937272,11.4
-8.047162,-34.937292,11.4
-8.047163,-34.937311,11.4
-8.047165,-34.937331,11.4
-8.047165,-34.937351,11.4
-8.047164,-34.93737,11.4
-8.047164,-34.93739,11.4
-8.047163,-34.937411,11.4
-8.047162,-34.937431,11.4
-8.047161,-34.937452,11.4
-8.047161,-34.937471,11.4
-8.047162,-34.937491,11.4
-8.047162,-34.93751,11.4
-8.047163,-34.937532,11.4
-8.047164,-34.937555,11.4
-8.047165,-34.937577,11.4
-8.047166,-34.937597,11.4
-8.047168,-34.937618,11.4
-8.047169,-34.937638,11.4
-8.04717,-34.937659,11.4
-8.047171,-34.937681,11.4
-8.047172,-34.937702,11.4
-8.047173,-34.937723,11.4
-8.047175,-34.937745,11.4
-8.047176,-34.937766,11.4
-8.047177,-34.937788,11.4
-8.047177,-34.937811,11.4
-8.047178,-34.937833,11.4
-8.04718,-34.937854,11.4
-8.047181,-34.937876,11.4
-8.047183,-34.937897,11.4
-8.047183,-34.937916,11.4
-8.047183,-34.937934,11.4
-8.047183,-34.937953,11.4
-8.047182,-34.937974,11.4
-8.047182,-34.937994,11.4
-8.047181,-34.938015,11.4
-8.047176,-34.938036,11.4
-8.047172,-34.938058,11.4
-8.047167,-34.938079,11.4
-8.047165,-34.938101,11.4
-8.047164,-34.938123,11.4
-8.047162,-34.938145,11.4
-8.047163,-34.938166,11.4
-8.047163,-34.938186,11.4
-8.047164,-34.938207,11.4
-8.047166,-34.938228,11.4
-8.047169,-34.93825,11.4
-8.047171,-34.938271,11.4
-8.047172,-34.938292,11.4
-8.047173,-34.938314,11.4
-8.047174,-34.938335,11.4
-8.047175,-34.938357,11.4
-8.047175,-34.938379,11.4
-8.047176,-34.938401,11.4
-8.047176,-34.938421,11.4
-8.047176,-34.93844,11.4
-8.047176,-34.93846,11.4
-8.047176,-34.938482,11.4
-8.047176,-34.938505,11.4
-8.047176,-34.938527,11.4
-8.047175,-34.938546,11.4
-8.047173,-34.938564,11.4
-8.047172,-34.938583,11.4
-8.04717,-34.9386,11.4
-8.047168,-34.938617,11.4
-8.047166,-34.938634,11.4
-8.047165,-34.938651,11.4
-8.047164,-34.938668,11.4
-8.047163,-34.938685,11.4
-8.047162,-34.938705,11.4
-8.047161,-34.938724,11.4
-8.04716,-34.938744,12.6
-8.047159,-34.938765,12.6
-8.047157,-34.938785,12.6
-8.047156,-34.938806,12.6
-8.047155,-34.938828,12.6
-8.047154,-34.93885,12.6
-8.047153,-34.938872,12.6
-8.047152,-34.938894,12.6
-8.047152,-34.938917,12.6
-8.047151,-34.938939,12.6
-8.047151,-34.938962,12.6
-8.047151,-34.938985,12.6
-8.047151,-34.939008,12.6
-8.047152,-34.939029,12.6
-8.047152,-34.939051,12.6
-8.047153,-34.939072,12.6
-8.047153,-34.939092,12.6
-8.047153,-34.939113,12.6
-8.047153,-34.939133,12.6
-8.047152,-34.939156,12.6
-8.047152,-34.93918,12.6
-8.047151,-34.939203,12.6
-8.047149,-34.939222,12.6
-8.047148,-34.939242,12.6
-8.047146,-34.939261,12.6
-8.047144,-34.939283,12.6
-8.047143,-34.939306,12.6
-8.047141,-34.939328,12.6
-8.047139,-34.939348,12.6
-8.047137,-34.939369,12.6
-8.047135,-34.939389,12.6
-8.047134,-34.93941,12.6
-8.047133,-34.939432,12.6
-8.047132,-34.939453,12.6
-8.047129,-34.939474,12.6
-8.047126,-34.939494,12.6
-8.047123,-34.939515,12.6
-8.047119,-34.939546,12.6
-8.047114,-34.939576,12.6
-8.04711,-34.939596,12.6
-8.047106,-34.939615,12.6
-8.047102,-34.939635,12.6
-8.047099,-34.939656,12.6
-8.047097,-34.939676,12.6
-8.047094,-34.939697,12.6
-8.047093,-34.939717,12.6
-8.047093,-34.939738,12.6
-8.047092,-34.939758,12.6
-8.04709,-34.939777,12.6
-8.047088,-34.939795,12.6
-8.047086,-34.939814,12.6
-8.047082,-34.939835,12.6
-8.047077,-34.939855,12.6
-8.047073,-34.939876,12.6
-8.047073,-34.939896,12.6
-8.047073,-34.939917,12.6
-8.047073,-34.939937,12.6
-8.047072,-34.939958,12.6
-8.047072,-34.93998,12.6
-8.047071,-34.940001,12.6
-8.047072,-34.940022,12.6
-8.047072,-34.940042,12.6
-8.047073,-34.940063,12.6
-8.047074,-34.940083,12.6
-8.047076,-34.940102,12.6
-8.047077,-34.940122,12.6
-8.047082,-34.940143,12.6
-8.047088,-34.940165,12.6
-8.047093,-34.940186,12.6
-8.047099,-34.940205,12.6
-8.047106,-34.940223,12.6
-8.047112,-34.940242,12.6
-8.04712,-34.94026,12.6
-8.047128,-34.940278,12.6
-8.047136,-34.940296,12.6
-8.047146,-34.940314,12.6
-8.047155,-34.940331,12.6
-8.047165,-34.940349,12.6
-8.047174,-34.940367,12.6
-8.047183,-34.940385,12.6
-8.047192,-34.940403,12.6
-8.047196,-34.940421,12.6
-8.047199,-34.940439,12.6
-8.047203,-34.940457,12.6
-8.047198,-34.940476,12.6
-8.047193,-34.940494,12.6
