latitude,longitude,elevation,timestamp,cad,distance,distance_cumulative
-8.046747,-34.939836,14.3,2020-07-14 22:41:14+00:00,51,1.3947830202612643,401.1417493173125
-8.04675,-34.939824,14.3,2020-07-14 22:41:15+00:00,51,1.3637445728388784,402.50549389015134
-8.046754,-34.939812,14.3,2020-07-14 22:41:16+00:00,51,1.3947829992457335,403.90027688939705
-8.046756,-34.939797,14.3,2020-07-14 22:41:17+00:00,49,1.668189725993618,405.56846661539066
-8.046758,-34.939781,14.3,2020-07-14 22:41:18+00:00,49,1.7775072063713535,407.345973821762
-8.04676,-34.939766,14.3,2020-07-14 22:41:19+00:00,49,1.6681897105744274,409.01416353233645
-8.046762,-34.93975,14.3,2020-07-14 22:41:20+00:00,47,1.7775071906062356,410.7916707229427
-8.046765,-34.939737,14.3,2020-07-14 22:41:21+00:00,47,1.4709076228309763,412.26257834577365
-8.046767,-34.939724,14.3,2020-07-14 22:41:22+00:00,47,1.449969584845781,413.71254793061945
-8.04677,-34.93971,14.3,2020-07-14 22:41:23+00:00,44,1.5784932329312875,415.29104116355074
-8.046772,-34.939697,14.3,2020-07-14 22:41:24+00:00,44,1.4499695655539317,416.7410107291047
